shot_id,phase,n_slices,n_ood_slices,r_OOD,train_fraction_membership
17849,train,10,0,0,100
17850,train,2,0,0,"50,100"
17854,train,53,0,0,100
17855,train,35,0,0,"50,100"
17856,train,24,0,0,100
17857,train,18,0,0,100
17858,train,17,0,0,"25,50,100"
17859,train,35,0,0,100
17860,train,14,0,0,"25,100"
17861,train,17,0,0,"50,100"
17862,train,12,0,0,"25,50,100"
17863,train,9,0,0,"25,50,100"
17864,train,9,0,0,"50,100"
17865,train,24,0,0,"50,100"
17866,train,25,0,0,"50,100"
17867,train,18,0,0,"25,100"
17868,train,28,0,0,100
17869,train,28,0,0,100
17871,train,22,0,0,"25,100"
17872,train,19,0,0,100
17873,train,22,0,0,"50,100"
17876,train,15,0,0,100
17879,train,46,0,0,"50,100"
17880,train,43,0,0,"5,50,100"
17881,train,21,0,0,"50,100"
17882,train,22,0,0,"50,100"
17884,train,27,0,0,100
17886,train,24,0,0,"5,100"
17887,train,27,0,0,100
17888,train,22,0,0,100
17889,train,15,0,0,"50,100"
17890,train,28,0,0,100
17892,train,43,0,0,"50,100"
17893,train,38,0,0,100
17894,train,39,0,0,"25,50,100"
17895,train,17,0,0,100
17897,train,28,0,0,"50,100"
17898,train,21,0,0,"25,100"
17899,train,15,0,0,"25,100"
17900,train,18,0,0,100
17901,train,13,0,0,"25,50,100"
17903,train,21,0,0,"50,100"
17904,train,41,0,0,100
17905,train,16,0,0,100
17906,train,21,0,0,100
17909,train,33,0,0,"25,100"
17910,train,50,0,0,"50,100"
17911,train,61,0,0,"50,100"
17912,train,64,0,0,100
17913,train,52,0,0,"50,100"
17915,train,46,0,0,"25,100"
17916,train,66,0,0,"25,100"
17917,train,61,0,0,"50,100"
17918,train,64,0,0,"50,100"
17919,train,52,0,0,"25,100"
17920,train,59,0,0,100
17921,train,64,0,0,"50,100"
17922,train,46,0,0,100
17923,train,53,0,0,"25,50,100"
17924,train,61,0,0,"25,100"
17925,train,49,0,0,100
17928,train,52,0,0,100
17929,train,66,0,0,"25,100"
17930,train,50,0,0,"5,25,50,100"
17931,train,54,0,0,100
17932,train,65,0,0,100
17933,train,33,0,0,"50,100"
17934,train,15,0,0,100
17935,train,33,0,0,"50,100"
17936,train,31,0,0,100
17937,train,47,0,0,"25,50,100"
17938,train,45,0,0,"50,100"
17939,train,49,0,0,"25,50,100"
17941,train,14,0,0,"50,100"
17942,train,57,0,0,100
17943,train,37,0,0,"25,50,100"
17944,train,37,0,0,"1,50,100"
17946,train,5,0,0,100
17947,train,52,0,0,"5,50,100"
17948,train,25,0,0,"5,50,100"
17949,train,15,0,0,"50,100"
17950,train,37,0,0,"25,50,100"
17951,train,29,0,0,"5,25,50,100"
17952,train,13,0,0,"25,50,100"
17953,train,9,0,0,"25,50,100"
17954,train,13,0,0,"50,100"
17957,train,54,0,0,"25,50,100"
17958,train,31,0,0,"50,100"
17960,train,26,0,0,100
17962,train,60,0,0,"50,100"
17963,train,48,0,0,"50,100"
17964,train,48,0,0,"50,100"
17965,train,30,0,0,"25,100"
17966,train,20,0,0,"25,100"
17967,train,30,0,0,"25,50,100"
17968,train,35,0,0,"50,100"
17969,train,32,0,0,100
17970,train,24,0,0,"25,50,100"
17971,train,53,0,0,100
17973,train,52,0,0,100
17975,train,42,0,0,"50,100"
17976,train,25,0,0,"5,50,100"
17977,train,16,0,0,100
17978,train,24,0,0,"50,100"
17979,train,26,0,0,100
17980,train,47,0,0,"25,100"
17981,train,48,0,0,100
17982,train,53,0,0,"1,50,100"
17983,train,39,0,0,"50,100"
17984,train,43,0,0,"25,50,100"
17985,train,55,0,0,"50,100"
17986,train,54,0,0,"50,100"
17989,train,49,0,0,"50,100"
17990,train,46,0,0,"25,100"
17991,train,21,0,0,100
17992,train,13,0,0,100
17993,train,23,0,0,"50,100"
17994,train,27,0,0,100
17995,train,31,0,0,100
17996,train,26,0,0,"25,50,100"
17997,train,38,0,0,100
17998,train,22,0,0,"25,100"
17999,train,44,0,0,"50,100"
18002,train,39,0,0,"50,100"
18003,train,20,0,0,"50,100"
18005,train,36,0,0,"50,100"
18006,train,35,0,0,"25,50,100"
18007,train,42,0,0,100
18009,train,53,0,0,"25,50,100"
18010,train,56,0,0,"50,100"
18011,train,46,0,0,"50,100"
18012,train,54,0,0,100
18013,train,46,0,0,100
18014,train,54,0,0,100
18019,train,35,0,0,"50,100"
18020,train,40,0,0,100
18021,train,23,0,0,100
18022,train,26,0,0,"50,100"
18023,train,30,0,0,"50,100"
18024,train,23,0,0,"50,100"
18025,train,39,0,0,"50,100"
18026,train,41,0,0,"50,100"
18027,train,34,0,0,100
18028,train,29,0,0,100
18029,train,20,0,0,"50,100"
18030,train,26,0,0,"25,50,100"
18031,train,30,0,0,"50,100"
18032,train,18,0,0,"50,100"
18033,train,21,0,0,"25,100"
18034,train,33,0,0,"25,50,100"
18035,train,24,0,0,100
18039,train,25,0,0,100
18040,train,29,0,0,100
18041,train,28,0,0,100
18044,train,49,0,0,100
18045,train,24,0,0,"50,100"
18046,train,25,0,0,"50,100"
18047,train,6,0,0,"25,50,100"
18048,train,23,0,0,"25,100"
18049,train,21,0,0,"25,50,100"
18050,train,12,0,0,100
18051,train,16,0,0,"50,100"
18052,train,20,0,0,100
18053,train,21,0,0,"50,100"
18054,train,28,0,0,"50,100"
18055,train,1,0,0,100
18056,train,33,0,0,100
18058,train,48,0,0,"25,100"
18059,train,65,0,0,"25,100"
18061,train,42,0,0,"50,100"
18062,train,49,0,0,"25,100"
18063,train,49,0,0,"50,100"
18064,train,55,0,0,"50,100"
18065,train,52,0,0,"50,100"
18066,train,34,0,0,100
18067,train,24,0,0,"25,50,100"
18068,train,29,0,0,100
18070,train,3,0,0,100
18071,train,52,0,0,"25,50,100"
18073,train,7,0,0,100
18074,train,49,0,0,100
18075,train,5,0,0,"50,100"
18076,train,70,0,0,"50,100"
18077,train,1,0,0,"25,50,100"
18101,train,30,0,0,"50,100"
18144,train,3,0,0,100
18176,train,34,0,0,"25,100"
18203,train,1,0,0,"25,100"
18205,train,38,0,0,"25,100"
18207,train,16,0,0,"5,25,50,100"
18208,train,15,0,0,"5,25,50,100"
18209,train,14,0,0,100
18211,train,3,0,0,"25,100"
18220,train,47,0,0,100
18226,train,36,0,0,"25,100"
18233,train,35,0,0,"50,100"
18234,train,35,0,0,"25,50,100"
18235,train,36,0,0,"25,50,100"
18236,train,32,0,0,"50,100"
18256,train,20,0,0,100
18259,train,27,0,0,100
18267,train,21,0,0,100
18268,train,18,0,0,100
18286,train,37,0,0,"50,100"
18288,train,31,0,0,"25,100"
18289,train,45,0,0,"5,50,100"
18290,train,42,0,0,"50,100"
18291,train,42,0,0,"5,100"
18292,train,33,0,0,"25,50,100"
18293,train,37,0,0,"50,100"
18294,train,22,0,0,100
18296,train,23,0,0,"50,100"
18298,train,38,0,0,"25,100"
18299,train,34,0,0,100
18318,train,53,0,0,100
18319,train,55,0,0,"25,100"
18320,train,54,0,0,100
18321,train,47,0,0,"50,100"
18322,train,47,0,0,100
18323,train,49,0,0,"25,50,100"
18324,train,38,0,0,"25,50,100"
18325,train,35,0,0,100
18326,train,31,0,0,100
18327,train,49,0,0,"25,100"
18329,train,43,0,0,100
18330,train,54,0,0,100
18332,train,56,0,0,"50,100"
18333,train,56,0,0,"5,50,100"
18334,train,40,0,0,100
18335,train,49,0,0,"25,100"
18338,train,2,0,0,"25,50,100"
18340,train,36,0,0,"50,100"
18342,train,19,0,0,"25,50,100"
18345,train,51,0,0,100
18347,train,51,0,0,"50,100"
18348,train,51,0,0,"25,100"
18350,train,44,0,0,100
18352,train,27,0,0,100
18353,train,29,0,0,"25,100"
18354,train,38,0,0,"25,50,100"
18355,train,20,0,0,"50,100"
18356,train,34,0,0,"5,100"
18357,train,22,0,0,"50,100"
18358,train,64,0,0,"50,100"
18359,train,57,0,0,100
18360,train,59,0,0,"50,100"
18361,train,57,0,0,"25,100"
18362,train,2,0,0,"50,100"
18363,train,47,0,0,100
18364,train,52,0,0,"25,50,100"
18365,train,16,0,0,"25,50,100"
18366,train,11,0,0,"25,100"
18367,train,47,0,0,100
18368,train,30,0,0,"25,100"
18369,train,34,0,0,"25,100"
18370,train,26,0,0,100
18371,train,29,0,0,"5,50,100"
18372,train,34,0,0,"50,100"
18373,train,44,0,0,"25,100"
18374,train,37,0,0,100
18375,train,56,0,0,"25,100"
18376,train,56,0,0,"25,100"
18383,train,56,0,0,100
18386,train,41,0,0,"25,100"
18387,train,64,0,0,"25,50,100"
18389,train,47,0,0,100
18390,train,40,0,0,"50,100"
18391,train,34,0,0,"25,50,100"
18392,train,60,0,0,100
18393,train,54,0,0,"50,100"
18394,train,57,0,0,100
18395,train,44,0,0,"25,100"
18396,train,50,0,0,100
18397,train,22,0,0,100
18398,train,30,0,0,100
18399,train,43,0,0,"50,100"
18400,train,16,0,0,"50,100"
18401,train,19,0,0,"50,100"
18402,train,31,0,0,100
18403,train,29,0,0,100
18404,train,19,0,0,100
18405,train,32,0,0,"50,100"
18406,train,15,0,0,"25,100"
18409,train,55,0,0,"50,100"
18411,train,46,0,0,"50,100"
18412,train,50,0,0,"50,100"
18413,train,36,0,0,100
18415,train,46,0,0,"1,25,100"
18416,train,31,0,0,"50,100"
18417,train,22,0,0,"50,100"
18418,train,29,0,0,100
18419,train,7,0,0,100
18421,train,26,0,0,100
18423,train,27,0,0,"50,100"
18424,train,30,0,0,100
18425,train,37,0,0,"50,100"
18426,train,40,0,0,100
18427,train,48,0,0,"5,50,100"
18428,train,48,0,0,"50,100"
18431,train,13,0,0,100
18432,train,1,0,0,"50,100"
18433,train,23,0,0,"25,100"
18436,train,1,0,0,100
18437,train,7,0,0,"50,100"
18438,train,8,0,0,"50,100"
18443,train,21,0,0,100
18444,train,10,0,0,"50,100"
18446,train,2,0,0,100
18447,train,10,0,0,"25,50,100"
18448,train,5,0,0,100
18449,train,13,0,0,"50,100"
18450,train,18,0,0,"25,50,100"
18451,train,15,0,0,100
18452,train,32,0,0,"50,100"
18454,train,8,0,0,100
18455,train,3,0,0,"50,100"
18457,train,32,0,0,"25,100"
18462,train,37,0,0,"25,100"
18463,train,35,0,0,"25,50,100"
18464,train,25,0,0,"50,100"
18466,train,2,0,0,"50,100"
18468,train,25,0,0,100
18471,train,1,0,0,"50,100"
18472,train,9,0,0,"25,100"
18473,train,23,0,0,100
18474,train,31,0,0,"50,100"
18475,train,50,0,0,100
18476,train,32,0,0,100
18477,train,22,0,0,"25,100"
18478,train,13,0,0,"50,100"
18479,train,19,0,0,"50,100"
18480,train,13,0,0,100
18482,train,39,0,0,"50,100"
18483,train,16,0,0,100
18485,train,27,0,0,100
18486,train,13,0,0,"50,100"
18487,train,31,0,0,"50,100"
18488,train,39,0,0,100
18489,train,48,0,0,"5,50,100"
18490,train,10,0,0,100
18491,train,13,0,0,"25,100"
18492,train,38,0,0,100
18495,train,53,0,0,"5,50,100"
18496,train,28,0,0,"5,100"
18497,train,33,0,0,"50,100"
18498,train,3,0,0,"50,100"
18499,train,31,0,0,"25,50,100"
18500,train,21,0,0,"50,100"
18501,train,39,0,0,100
18502,train,23,0,0,100
18503,train,43,0,0,"50,100"
18504,train,44,0,0,"25,100"
18505,train,26,0,0,100
18506,train,10,0,0,"50,100"
18509,train,46,0,0,"25,50,100"
18510,train,30,0,0,"50,100"
18511,train,55,0,0,100
18512,train,1,0,0,100
18513,train,40,0,0,"50,100"
18515,train,45,0,0,"50,100"
18517,train,38,0,0,"50,100"
18518,train,35,0,0,100
18519,train,30,0,0,100
18520,train,31,0,0,"50,100"
18521,train,53,0,0,"25,100"
18522,train,33,0,0,100
18523,train,16,0,0,"50,100"
18524,train,11,0,0,"50,100"
18525,train,10,0,0,"25,100"
18526,train,9,0,0,"50,100"
18527,train,14,0,0,100
18529,train,12,0,0,"50,100"
18530,train,12,0,0,"5,100"
18531,train,12,0,0,"50,100"
18532,train,13,0,0,"25,50,100"
18535,train,53,0,0,100
18536,train,28,0,0,"50,100"
18537,train,19,0,0,100
18538,train,16,0,0,100
18540,train,31,0,0,100
18541,train,23,0,0,"25,50,100"
18542,train,20,0,0,"50,100"
18544,train,26,0,0,"50,100"
18545,train,44,0,0,"50,100"
18546,train,27,0,0,"50,100"
18547,train,26,0,0,"25,100"
18548,train,18,0,0,100
18549,train,27,0,0,"5,25,100"
18550,train,33,0,0,100
18551,train,28,0,0,100
18552,train,16,0,0,"50,100"
18553,train,19,0,0,"50,100"
18554,train,35,0,0,100
18556,train,36,0,0,100
18557,train,11,0,0,"50,100"
18558,train,18,0,0,"25,50,100"
18559,train,46,0,0,"50,100"
18560,train,46,0,0,"50,100"
18563,train,49,0,0,"25,50,100"
18564,train,27,0,0,"25,50,100"
18566,train,38,0,0,"50,100"
18567,train,24,0,0,100
18568,train,34,0,0,100
18569,train,44,0,0,100
18570,train,64,0,0,"50,100"
18571,train,65,0,0,"1,100"
18573,train,47,0,0,100
18574,train,42,0,0,"50,100"
18575,train,31,0,0,"50,100"
18576,train,6,0,0,"25,100"
18578,train,7,0,0,"25,100"
18583,train,8,0,0,"25,50,100"
18586,train,50,0,0,100
18587,train,11,0,0,"25,50,100"
18591,train,30,0,0,"50,100"
18592,train,8,0,0,100
18593,train,16,0,0,"50,100"
18594,train,40,0,0,100
18595,train,43,0,0,"25,50,100"
18596,train,54,0,0,"50,100"
18597,train,35,0,0,100
18598,train,27,0,0,100
18599,train,28,0,0,100
18605,train,19,0,0,"25,100"
18606,train,27,0,0,"50,100"
18607,train,18,0,0,100
18609,train,19,0,0,100
18610,train,24,0,0,"25,100"
18611,train,16,0,0,"25,100"
18612,train,19,0,0,"25,50,100"
18613,train,26,0,0,"25,100"
18615,train,21,0,0,"50,100"
18616,train,25,0,0,"50,100"
18617,train,37,0,0,"50,100"
18618,train,39,0,0,100
18619,train,24,0,0,100
18620,train,37,0,0,100
18626,train,44,0,0,"25,50,100"
18637,train,10,0,0,"5,100"
18642,train,11,0,0,"25,100"
18672,train,13,0,0,"50,100"
18673,train,20,0,0,"25,50,100"
18674,train,41,0,0,100
18675,train,31,0,0,"25,100"
18676,train,38,0,0,"25,100"
18677,train,23,0,0,"5,100"
18678,train,29,0,0,"50,100"
18682,train,51,0,0,100
18683,train,26,0,0,100
18684,train,25,0,0,"50,100"
18685,train,22,0,0,"50,100"
18686,train,13,0,0,"5,25,100"
18688,train,7,0,0,"1,50,100"
18690,train,31,0,0,100
18691,train,13,0,0,"50,100"
18693,train,28,0,0,"50,100"
18694,train,5,0,0,100
18695,train,52,0,0,"50,100"
18696,train,42,0,0,"25,50,100"
18697,train,48,0,0,"50,100"
18698,train,61,0,0,"25,100"
18699,train,5,0,0,"50,100"
18700,train,47,0,0,100
18701,train,44,0,0,"5,50,100"
18702,train,16,0,0,"25,100"
18703,train,24,0,0,"25,100"
18704,train,25,0,0,"50,100"
18705,train,46,0,0,"25,100"
18709,train,51,0,0,100
18710,train,41,0,0,"50,100"
18711,train,21,0,0,"25,50,100"
18712,train,48,0,0,"50,100"
18717,train,27,0,0,"5,25,100"
18719,train,32,0,0,"50,100"
18720,train,33,0,0,100
18721,train,29,0,0,100
18722,train,30,0,0,"50,100"
18723,train,3,0,0,100
18724,train,3,0,0,"50,100"
18725,train,1,0,0,100
18726,train,3,0,0,"25,100"
18727,train,3,0,0,"5,50,100"
18728,train,4,0,0,"50,100"
18730,train,4,0,0,"50,100"
18731,train,25,0,0,"50,100"
18732,train,16,0,0,"50,100"
18736,train,53,0,0,"50,100"
18737,train,52,0,0,"50,100"
18738,train,58,0,0,100
18739,train,39,0,0,"50,100"
18740,train,32,0,0,100
18741,train,31,0,0,100
18742,train,34,0,0,"50,100"
18743,train,26,0,0,100
18744,train,9,0,0,"50,100"
18745,train,17,0,0,"25,100"
18749,train,25,0,0,"50,100"
18750,train,18,0,0,"50,100"
18751,train,24,0,0,"25,50,100"
18752,train,30,0,0,100
18755,train,55,0,0,"50,100"
18756,train,38,0,0,"25,100"
18757,train,20,0,0,"25,50,100"
18758,train,42,0,0,"25,50,100"
18759,train,41,0,0,"50,100"
18760,train,32,0,0,"50,100"
18763,train,46,0,0,100
18764,train,43,0,0,"25,50,100"
18765,train,15,0,0,100
18767,train,40,0,0,100
18768,train,36,0,0,"25,50,100"
18769,train,23,0,0,100
18770,train,17,0,0,100
18771,train,25,0,0,"50,100"
18772,train,22,0,0,100
18773,train,17,0,0,100
18774,train,15,0,0,"50,100"
18775,train,9,0,0,"25,100"
18776,train,22,0,0,"50,100"
18777,train,18,0,0,"25,100"
18778,train,21,0,0,"50,100"
18779,train,10,0,0,100
18780,train,13,0,0,"25,50,100"
18783,train,50,0,0,100
18795,train,29,0,0,100
18796,train,31,0,0,"50,100"
18797,train,10,0,0,"50,100"
18798,train,16,0,0,100
18799,train,45,0,0,"5,50,100"
18800,train,7,0,0,"25,50,100"
18801,train,7,0,0,100
18802,train,20,0,0,100
18806,train,7,0,0,"25,100"
18807,train,20,0,0,"50,100"
18816,train,50,0,0,"50,100"
18817,train,8,0,0,100
18818,train,3,0,0,100
18820,train,16,0,0,100
18822,train,10,0,0,100
18825,train,16,0,0,100
18826,train,12,0,0,100
18827,train,17,0,0,100
18828,train,24,0,0,"25,50,100"
18829,train,22,0,0,"50,100"
18831,train,51,0,0,"50,100"
18832,train,45,0,0,"50,100"
18833,train,24,0,0,"50,100"
18834,train,22,0,0,"25,50,100"
18835,train,22,0,0,"50,100"
18836,train,37,0,0,"50,100"
18837,train,1,0,0,"25,100"
18840,train,28,0,0,100
18841,train,38,0,0,"50,100"
18843,train,27,0,0,"25,100"
18844,train,26,0,0,100
18845,train,25,0,0,100
18846,train,25,0,0,100
18847,train,27,0,0,"50,100"
18848,train,26,0,0,100
18849,train,25,0,0,"25,100"
18850,train,26,0,0,"25,50,100"
18851,train,30,0,0,"50,100"
18854,train,53,0,0,"50,100"
18875,train,17,0,0,"25,50,100"
18876,train,5,0,0,100
18877,train,20,0,0,"25,50,100"
18879,train,23,0,0,"25,50,100"
18882,train,53,0,0,"50,100"
18883,train,37,0,0,100
18884,train,29,0,0,"50,100"
18885,train,16,0,0,"25,50,100"
18886,train,25,0,0,100
18887,train,16,0,0,"1,50,100"
18888,train,6,0,0,100
18890,train,6,0,0,100
18891,train,5,0,0,"50,100"
18892,train,32,0,0,100
18894,train,44,0,0,"50,100"
18895,train,32,0,0,"50,100"
18896,train,52,0,0,"25,100"
18897,train,48,0,0,100
18898,train,32,0,0,"50,100"
18899,train,34,0,0,"25,100"
18900,train,27,0,0,"50,100"
18901,train,40,0,0,"50,100"
18902,train,42,0,0,"50,100"
18903,train,46,0,0,100
18908,train,52,0,0,"5,25,100"
18910,train,37,0,0,"50,100"
18911,train,52,0,0,"50,100"
18916,train,44,0,0,"50,100"
18917,train,37,0,0,"50,100"
18918,train,12,0,0,"50,100"
18919,train,24,0,0,"25,50,100"
18920,train,27,0,0,"50,100"
18921,train,7,0,0,"50,100"
18922,train,21,0,0,"50,100"
18923,train,43,0,0,100
18930,train,32,0,0,100
18931,train,34,0,0,100
18932,train,42,0,0,"5,50,100"
18933,train,43,0,0,100
18934,train,49,0,0,"50,100"
18935,train,27,0,0,100
18939,train,51,0,0,100
19460,train,23,0,0,100
19461,train,8,0,0,"50,100"
19462,train,10,0,0,"50,100"
19463,train,14,0,0,100
19465,train,22,0,0,"50,100"
19467,train,22,0,0,"50,100"
19468,train,19,0,0,"25,100"
19469,train,5,0,0,"50,100"
19472,train,18,0,0,"50,100"
19473,train,30,0,0,"50,100"
19474,train,22,0,0,"25,50,100"
19477,train,22,0,0,"50,100"
19486,train,39,0,0,100
19487,train,34,0,0,"5,25,100"
19490,train,30,0,0,100
19491,train,26,0,0,"50,100"
19492,train,27,0,0,100
19493,train,19,0,0,"50,100"
19494,train,29,0,0,100
19495,train,22,0,0,"5,100"
19496,train,30,0,0,"50,100"
19497,train,27,0,0,100
19498,train,28,0,0,100
19499,train,28,0,0,"25,100"
19502,train,1,0,0,100
19503,train,26,0,0,100
19505,train,15,0,0,"50,100"
19508,train,24,0,0,100
19514,train,33,0,0,"50,100"
19517,train,30,0,0,100
19518,train,25,0,0,"50,100"
19519,train,38,0,0,100
19520,train,20,0,0,"50,100"
19521,train,37,0,0,100
19523,train,43,0,0,100
19524,train,32,0,0,100
19529,train,28,0,0,100
19530,train,42,0,0,100
19531,train,15,0,0,"50,100"
19532,train,14,0,0,100
19536,train,3,0,0,100
19539,train,33,0,0,100
19540,train,15,0,0,100
19541,train,63,0,0,100
19542,train,19,0,0,100
19543,train,19,0,0,"25,100"
19545,train,19,0,0,"50,100"
19548,train,19,0,0,"25,50,100"
19549,train,58,0,0,"50,100"
19550,train,60,0,0,"50,100"
19551,train,68,0,0,100
19552,train,47,0,0,"5,50,100"
19553,train,3,0,0,"1,100"
19554,train,56,0,0,"50,100"
19558,train,64,0,0,"25,100"
19559,train,54,0,0,100
19561,train,48,0,0,"50,100"
19562,train,7,0,0,"50,100"
19563,train,5,0,0,"50,100"
19564,train,7,0,0,"50,100"
19565,train,12,0,0,"25,50,100"
19566,train,6,0,0,"25,50,100"
19567,train,1,0,0,100
19568,train,13,0,0,"25,50,100"
19570,train,14,0,0,100
19573,train,45,0,0,100
19575,train,45,0,0,"25,100"
19576,train,43,0,0,"1,25,100"
19577,train,20,0,0,100
19579,train,19,0,0,"50,100"
19581,train,6,0,0,"50,100"
19596,train,1,0,0,100
19604,train,21,0,0,"50,100"
19637,train,40,0,0,"50,100"
19638,train,44,0,0,100
19639,train,49,0,0,"25,100"
19640,train,56,0,0,"50,100"
19641,train,52,0,0,"25,50,100"
19642,train,42,0,0,"50,100"
19644,train,50,0,0,100
19647,train,32,0,0,"25,100"
19650,train,16,0,0,"50,100"
19660,train,30,0,0,"50,100"
19664,train,5,0,0,100
19675,train,47,0,0,"5,50,100"
19680,train,33,0,0,100
19681,train,33,0,0,"50,100"
19682,train,1,0,0,"50,100"
19691,train,70,0,0,100
19692,train,31,0,0,"50,100"
19694,train,30,0,0,100
19695,train,20,0,0,"5,25,50,100"
19696,train,27,0,0,"50,100"
19697,train,30,0,0,"25,50,100"
19716,train,18,0,0,100
19798,train,35,0,0,100
19799,train,38,0,0,100
19800,train,24,0,0,"50,100"
19801,train,17,0,0,"25,100"
19802,train,22,0,0,"25,100"
19803,train,19,0,0,100
19804,train,19,0,0,100
19805,train,19,0,0,"25,100"
19806,train,16,0,0,"50,100"
19807,train,17,0,0,"50,100"
19809,train,26,0,0,"5,100"
19810,train,1,0,0,100
19811,train,10,0,0,"50,100"
19812,train,23,0,0,"25,100"
19813,train,27,0,0,"5,50,100"
19814,train,14,0,0,"5,100"
19819,train,26,0,0,"5,100"
19820,train,30,0,0,"50,100"
19821,train,29,0,0,100
19822,train,33,0,0,100
19823,train,45,0,0,"50,100"
19824,train,46,0,0,100
19825,train,41,0,0,100
19826,train,40,0,0,"25,100"
19827,train,43,0,0,100
19829,train,35,0,0,100
19830,train,44,0,0,100
19831,train,43,0,0,"5,50,100"
19832,train,43,0,0,"50,100"
19834,train,33,0,0,"25,50,100"
19838,train,43,0,0,100
19839,train,46,0,0,"25,100"
19840,train,43,0,0,"25,50,100"
19842,train,43,0,0,"50,100"
19843,train,44,0,0,"50,100"
19844,train,45,0,0,"50,100"
19847,train,69,0,0,"25,100"
19848,train,70,0,0,100
19849,train,76,0,0,"25,100"
19850,train,78,0,0,100
19852,train,62,0,0,"25,50,100"
19854,train,73,0,0,100
19855,train,75,0,0,"25,50,100"
19856,train,71,0,0,100
19862,train,44,0,0,"5,100"
19863,train,46,0,0,100
19864,train,45,0,0,"50,100"
19868,train,46,0,0,"5,25,50,100"
19869,train,47,0,0,100
19870,train,79,0,0,"25,100"
19871,train,82,0,0,"25,50,100"
19872,train,77,0,0,"50,100"
19874,train,69,0,0,100
19875,train,78,0,0,"5,100"
19876,train,78,0,0,"25,50,100"
19877,train,81,0,0,"50,100"
19878,train,78,0,0,"25,100"
19879,train,81,0,0,100
19880,train,70,0,0,"5,100"
19881,train,78,0,0,"50,100"
19883,train,80,0,0,"50,100"
19885,train,79,0,0,100
19886,train,77,0,0,"5,25,50,100"
19888,train,73,0,0,100
19889,train,83,0,0,"25,50,100"
19890,train,80,0,0,100
19891,train,72,0,0,100
19895,train,40,0,0,"50,100"
19898,train,39,0,0,"25,50,100"
19899,train,29,0,0,"25,100"
19901,train,50,0,0,100
19902,train,38,0,0,100
19903,train,34,0,0,100
19910,train,36,0,0,100
19911,train,15,0,0,100
19912,train,19,0,0,"50,100"
19913,train,20,0,0,"25,50,100"
19914,train,20,0,0,"25,50,100"
19915,train,20,0,0,"50,100"
19916,train,17,0,0,"5,100"
19917,train,28,0,0,"50,100"
19918,train,28,0,0,100
19919,train,27,0,0,100
19920,train,25,0,0,"50,100"
19921,train,24,0,0,"50,100"
19925,train,34,0,0,100
19944,train,30,0,0,100
19945,train,27,0,0,"25,100"
19948,train,25,0,0,"25,100"
19949,train,35,0,0,100
19951,train,25,0,0,100
19953,train,8,0,0,100
19954,train,37,0,0,"50,100"
19955,train,39,0,0,"50,100"
19956,train,35,0,0,100
19957,train,15,0,0,"1,25,100"
19959,train,20,0,0,"5,50,100"
19961,train,37,0,0,100
19971,train,27,0,0,100
19976,train,40,0,0,"50,100"
19980,train,44,0,0,100
19982,train,25,0,0,"50,100"
19987,train,44,0,0,100
19990,train,2,0,0,"5,25,50,100"
19991,train,22,0,0,"25,100"
19999,train,39,0,0,"50,100"
20002,train,23,0,0,100
20003,train,64,0,0,"25,100"
20004,train,41,0,0,"5,100"
20005,train,57,0,0,100
20006,train,74,0,0,"50,100"
20007,train,60,0,0,"50,100"
20008,train,43,0,0,"50,100"
20009,train,38,0,0,"25,100"
20010,train,55,0,0,"25,100"
20011,train,66,0,0,100
20012,train,59,0,0,"50,100"
20013,train,46,0,0,"25,50,100"
20014,train,49,0,0,100
20015,train,61,0,0,"25,100"
20016,train,61,0,0,"25,100"
20017,train,66,0,0,"50,100"
20018,train,65,0,0,"50,100"
20019,train,68,0,0,"5,25,50,100"
20022,train,36,0,0,"50,100"
20023,train,63,0,0,"50,100"
20024,train,64,0,0,100
20025,train,69,0,0,100
20026,train,62,0,0,"50,100"
20028,train,68,0,0,100
20030,train,64,0,0,"50,100"
20031,train,36,0,0,"25,50,100"
20033,train,1,0,0,100
20035,train,27,0,0,"50,100"
20036,train,42,0,0,"50,100"
20037,train,45,0,0,"5,50,100"
20038,train,1,0,0,100
20039,train,59,0,0,100
20040,train,63,0,0,"50,100"
20041,train,39,0,0,"25,50,100"
20042,train,21,0,0,"25,50,100"
20045,train,34,0,0,"50,100"
20050,train,6,0,0,"50,100"
20059,train,79,0,0,"50,100"
20060,train,84,0,0,"50,100"
20061,train,78,0,0,100
20062,train,38,0,0,"50,100"
20063,train,49,0,0,100
20064,train,44,0,0,"25,50,100"
20065,train,34,0,0,"25,100"
20066,train,35,0,0,100
20067,train,50,0,0,100
20068,train,45,0,0,"50,100"
20069,train,32,0,0,100
20070,train,41,0,0,100
20071,train,48,0,0,"5,25,100"
20072,train,35,0,0,100
20075,train,38,0,0,"50,100"
20076,train,50,0,0,100
20077,train,37,0,0,"50,100"
20078,train,8,0,0,"50,100"
20079,train,55,0,0,"25,100"
20080,train,20,0,0,"50,100"
20081,train,12,0,0,"50,100"
20082,train,45,0,0,"50,100"
20083,train,54,0,0,100
20088,train,4,0,0,100
20089,train,2,0,0,100
20090,train,8,0,0,"25,100"
20092,train,7,0,0,100
20094,train,15,0,0,"25,50,100"
20099,train,36,0,0,100
20101,train,11,0,0,"50,100"
20103,train,34,0,0,"50,100"
20110,train,29,2,0.0689655172,"50,100"
20111,train,10,0,0,100
20112,train,14,1,0.0714285714,100
20113,train,17,0,0,100
