shot_id,phase,train_fractions_nested,n_slices
19814,train, 100,14
19819,train, 100,26
19820,train,50 100,30
19821,train, 100,29
19822,train,25 50 100,33
19823,train,50 100,45
19824,train, 100,46
19825,train,5 10 25 50 100,41
19826,train, 100,40
19827,train, 100,43
19829,train, 100,35
19830,train,50 100,44
19831,train,50 100,43
19832,train, 100,43
19834,train, 100,33
19838,train,5 10 25 50 100,43
19839,train,50 100,46
19840,train, 100,43
19842,train,25 50 100,43
19843,train,25 50 100,44
19844,train, 100,45
19847,train, 100,77
19848,train,25 50 100,78
19849,train,50 100,84
19850,train, 100,87
19852,train, 100,69
19854,train,25 50 100,78
19855,train,25 50 100,84
19856,train, 100,80
19862,train, 100,44
19863,train,25 50 100,46
19864,train, 100,45
19868,train, 100,46
19869,train,25 50 100,47
19870,train,25 50 100,89
19871,train,25 50 100,91
19872,train, 100,85
19874,train,50 100,79
19875,train,10 25 50 100,88
19876,train,25 50 100,87
19877,train,50 100,87
19878,train,25 50 100,86
19879,train, 100,88
19880,train, 100,77
19881,train,10 25 50 100,85
19883,train,50 100,89
19885,train, 100,88
19886,train, 100,86
19888,train,25 50 100,79
19889,train,50 100,92
19890,train,10 25 50 100,87
19891,train, 100,77
19895,train,25 50 100,40
19898,train,25 50 100,39
19899,train,50 100,29
19901,train, 100,50
19902,train,50 100,38
19903,train,50 100,34
19910,train,25 50 100,36
19911,train,25 50 100,15
19912,train, 100,19
19913,train, 100,20
19914,train,50 100,20
19915,train,25 50 100,20
19916,train, 100,17
19917,train,50 100,28
19918,train, 100,28
19919,train, 100,27
19920,train,10 25 50 100,25
19921,train,25 50 100,24
19925,train, 100,34
19931,train, 100,8
19944,train, 100,30
19945,train,50 100,27
19948,train, 100,25
19949,train,50 100,35
19951,train, 100,25
19953,train,10 25 50 100,8
19954,train,50 100,37
19955,train, 100,39
19956,train,25 50 100,35
19957,train,25 50 100,15
19959,train, 100,20
19961,train, 100,37
19964,train, 100,8
19966,train, 100,5
19971,train,50 100,29
19976,train,50 100,40
19980,train,50 100,44
19982,train, 100,25
19987,train, 100,44
19990,train, 100,3
19991,train,50 100,22
19999,train, 100,39
20002,train, 100,23
20003,train, 100,73
20004,train, 100,49
20005,train, 100,67
20006,train,50 100,83
20007,train, 100,69
20008,train,1 5 10 25 50 100,53
20009,train, 100,50
20010,train, 100,63
20011,train, 100,76
20012,train,25 50 100,68
20013,train, 100,55
20014,train,25 50 100,57
20015,train,50 100,72
20016,train,50 100,70
20017,train,25 50 100,75
20018,train,50 100,72
20019,train,10 25 50 100,77
20022,train, 100,36
20023,train,50 100,72
20024,train,50 100,73
20025,train, 100,77
20026,train, 100,70
20028,train, 100,77
20030,train, 100,74
20031,train, 100,46
20033,train,10 25 50 100,4
20035,train, 100,37
20036,train,25 50 100,43
20037,train,50 100,45
20038,train,25 50 100,4
20039,train,1 5 10 25 50 100,60
20040,train, 100,66
20041,train,50 100,39
20042,train, 100,21
20045,train, 100,34
20046,train,50 100,5
20048,train,5 10 25 50 100,1
20050,train, 100,6
20059,train, 100,90
20060,train,50 100,95
20061,train,50 100,87
20062,train,25 50 100,38
20063,train,10 25 50 100,49
20064,train, 100,44
20065,train, 100,34
20066,train, 100,35
20067,train, 100,50
20068,train,50 100,45
20069,train,50 100,32
20070,train,50 100,41
20071,train, 100,48
20072,train, 100,35
20075,train,50 100,38
20076,train,50 100,50
20077,train,50 100,37
20078,train,50 100,8
20079,train, 100,55
20080,train,1 5 10 25 50 100,20
20081,train,5 10 25 50 100,12
20082,train, 100,45
20083,train,25 50 100,54
20084,train,25 50 100,20
20086,train, 100,21
20087,train, 100,30
20088,train,5 10 25 50 100,4
20089,train,25 50 100,2
20090,train, 100,15
20091,train, 100,9
20092,train, 100,15
20093,train, 100,32
20094,train, 100,15
20096,train, 100,23
20099,train, 100,36
20100,train,50 100,29
20101,train,25 50 100,11
20103,train, 100,34
20104,train, 100,26
20105,train,50 100,25
20106,train,25 50 100,12
20107,train,50 100,20
20109,train, 100,23
20110,train, 100,29
20111,train, 100,17
20112,train,25 50 100,16
20113,train, 100,18
20114,train,50 100,18
20115,train,25 50 100,24
20116,train,50 100,31
20118,train,10 25 50 100,19
20119,train,25 50 100,17
20121,train, 100,30
20122,train,50 100,19
20123,train,50 100,25
20124,train, 100,2
20126,train, 100,29
20127,train, 100,28
20130,train, 100,18
20152,train, 100,39
20157,train,50 100,38
20161,train,50 100,34
20162,train, 100,36
20164,train, 100,47
20165,train,25 50 100,48
20166,train,50 100,9
20167,train,10 25 50 100,43
20169,train, 100,48
20172,train, 100,38
20227,train,25 50 100,36
20228,train, 100,40
20229,train,25 50 100,36
20231,train,50 100,35
20232,train,50 100,7
20233,train,25 50 100,14
20234,train, 100,22
20235,train,50 100,25
20236,train,5 10 25 50 100,23
20239,train, 100,35
20240,train, 100,46
20241,train,5 10 25 50 100,48
20242,train,25 50 100,44
20243,train,50 100,45
20244,train, 100,47
20247,train, 100,47
20253,train,5 10 25 50 100,90
20254,train, 100,92
20256,train,25 50 100,85
20257,train,25 50 100,97
20258,train, 100,50
20259,train,25 50 100,39
20260,train, 100,27
20261,train, 100,7
20262,train,50 100,26
20264,train,50 100,8
20267,train, 100,26
20270,train, 100,45
20271,train,50 100,51
20272,train, 100,53
20274,train, 100,51
20275,train,50 100,49
20276,train,25 50 100,52
20277,train, 100,49
20278,train, 100,50
20279,train, 100,51
20280,train, 100,47
20281,train,50 100,50
20283,train, 100,47
20284,train,50 100,51
20285,train, 100,37
20286,train,50 100,49
20287,train, 100,53
20288,train, 100,66
20289,train, 100,55
20291,train,10 25 50 100,60
20294,train, 100,51
20296,train, 100,50
20297,train, 100,50
20298,train, 100,47
20299,train, 100,50
20300,train,50 100,48
20301,train,50 100,56
20302,train,10 25 50 100,48
20303,train,5 10 25 50 100,47
20304,train, 100,49
20305,train,25 50 100,43
20306,train, 100,57
20307,train, 100,8
20308,train,25 50 100,43
20309,train, 100,61
20310,train, 100,15
20311,train,50 100,19
20312,train, 100,21
20313,train, 100,29
20314,train, 100,22
20315,train,25 50 100,3
20316,train,25 50 100,23
20317,train,5 10 25 50 100,19
20318,train, 100,20
20319,train, 100,20
20320,train,25 50 100,22
20321,train,50 100,53
20322,train, 100,54
20325,train, 100,49
20328,train, 100,51
20329,train, 100,41
20331,train,50 100,50
20332,train,25 50 100,52
20333,train, 100,56
20334,train, 100,48
20335,train, 100,46
20336,train, 100,56
20337,train, 100,38
20341,train, 100,48
20342,train,50 100,39
20343,train,50 100,43
20345,train, 100,51
20349,train,1 5 10 25 50 100,40
20351,train,25 50 100,47
20352,train, 100,64
20354,train,50 100,58
20355,train, 100,53
20356,train,10 25 50 100,62
20358,train,50 100,39
20362,train,50 100,45
20365,train, 100,39
20366,train, 100,39
20367,train, 100,41
20368,train, 100,40
20370,train, 100,38
20373,train,5 10 25 50 100,49
20374,train, 100,27
20376,train, 100,26
20377,train,50 100,64
20378,train,50 100,41
20379,train,50 100,41
20380,train, 100,59
20382,train, 100,50
20383,train,25 50 100,42
20384,train,50 100,38
20385,train,50 100,47
20386,train,25 50 100,40
20387,train,25 50 100,50
20389,train,25 50 100,45
20391,train,5 10 25 50 100,40
20392,train,25 50 100,28
20393,train,10 25 50 100,27
20394,train,50 100,39
20395,train,25 50 100,37
20396,train, 100,46
20397,train, 100,36
20398,train,50 100,28
20399,train,1 5 10 25 50 100,22
20400,train, 100,25
20403,train, 100,49
20404,train,50 100,62
20405,train,50 100,49
20406,train, 100,52
20407,train, 100,42
20408,train, 100,61
20409,train, 100,44
20410,train,50 100,65
20411,train, 100,46
20412,train, 100,44
20413,train,50 100,39
20419,train, 100,21
20423,train, 100,4
20424,train,50 100,47
20426,train, 100,49
20427,train, 100,44
20428,train,5 10 25 50 100,44
20429,train,25 50 100,59
20430,train, 100,51
20431,train, 100,84
20434,train,25 50 100,84
20435,train,50 100,92
20436,train, 100,82
20437,train,50 100,86
20438,train,25 50 100,85
20439,train,25 50 100,81
20440,train,50 100,92
20447,train,50 100,94
20448,train, 100,82
20449,train,50 100,93
20450,train,25 50 100,83
20451,train, 100,89
20452,train, 100,96
20455,train, 100,79
20456,train,25 50 100,92
20457,train, 100,50
20458,train, 100,52
20459,train, 100,92
20461,train, 100,90
20462,train,5 10 25 50 100,97
20463,train, 100,97
20464,train, 100,55
20465,train, 100,54
20466,train,50 100,36
20467,train,50 100,42
20470,train,25 50 100,53
20472,train, 100,55
20473,train,50 100,64
20474,train,50 100,58
20475,train,25 50 100,47
20476,train,5 10 25 50 100,44
20477,train, 100,48
20478,train, 100,50
20479,train,1 5 10 25 50 100,68
20480,train,25 50 100,57
20482,train,50 100,50
20483,train,50 100,61
20484,train, 100,55
20485,train,50 100,50
20486,train,50 100,52
20487,train,50 100,43
20488,train, 100,53
20490,train, 100,65
20491,train,50 100,49
20492,train,50 100,32
20493,train, 100,45
20494,train,50 100,68
20495,train,50 100,42
20496,train, 100,52
20497,train, 100,57
20498,train,25 50 100,66
20499,train, 100,62
20500,train,50 100,45
20501,train, 100,33
20505,train, 100,47
20506,train,50 100,48
20507,train,25 50 100,41
20508,train, 100,35
20509,train, 100,61
20510,train,50 100,38
20511,train,50 100,49
20512,train, 100,45
20513,train,50 100,57
20514,train, 100,2
20515,train, 100,39
20516,train, 100,64
20517,train, 100,65
20518,train, 100,62
20519,train,10 25 50 100,47
20520,train,25 50 100,61
20521,train,5 10 25 50 100,53
20522,train, 100,66
20525,train,50 100,48
20527,train, 100,21
20528,train,50 100,23
20529,train, 100,31
20532,train,50 100,49
20533,train, 100,47
20534,train,5 10 25 50 100,37
20536,train, 100,38
20542,train, 100,36
20543,train, 100,37
20544,train,5 10 25 50 100,35
20545,train, 100,35
20546,train,50 100,37
20547,train, 100,35
20549,train,50 100,26
20553,train, 100,28
20554,train,10 25 50 100,5
20555,train,50 100,24
20562,train,50 100,34
20563,train, 100,31
20564,train, 100,26
20565,train,25 50 100,26
20566,train, 100,35
20567,train,25 50 100,32
20568,train, 100,30
20569,train, 100,26
20570,train,25 50 100,34
20572,train,25 50 100,2
20573,train, 100,12
20574,train,25 50 100,18
20575,train, 100,2
20576,train, 100,3
20577,train, 100,4
20578,train, 100,12
20579,train,5 10 25 50 100,20
20581,train, 100,14
20582,train, 100,15
20583,train,50 100,20
20590,train, 100,45
20594,train, 100,5
20600,train, 100,18
20601,train,50 100,3
20602,train,10 25 50 100,24
20603,train, 100,1
20604,train, 100,13
20607,train,50 100,2
20608,train, 100,23
20610,train, 100,26
20611,train,50 100,41
20612,train,10 25 50 100,58
20614,train,50 100,51
20615,train, 100,45
20618,train,25 50 100,45
20619,train, 100,10
20622,train,10 25 50 100,1
20624,train, 100,49
20626,train,10 25 50 100,19
20627,train, 100,29
20628,train,50 100,25
20630,train,25 50 100,9
20631,train, 100,15
20636,train, 100,44
20637,train,10 25 50 100,59
20639,train, 100,68
20640,train, 100,72
20641,train, 100,65
20642,train,25 50 100,71
20643,train,50 100,50
20644,train, 100,68
20645,train, 100,59
20646,train,25 50 100,49
20647,train,25 50 100,60
20649,train,5 10 25 50 100,39
20650,train, 100,63
20651,train, 100,69
20655,train, 100,47
20657,train,25 50 100,60
20658,train, 100,69
20659,train,25 50 100,61
20661,train,50 100,60
20662,train,50 100,62
20676,train,25 50 100,48
20678,train, 100,39
20681,train, 100,66
20682,train, 100,57
20683,train, 100,52
20684,train,25 50 100,48
20685,train,5 10 25 50 100,46
20686,train, 100,55
20687,train,50 100,43
20690,train, 100,53
20691,train, 100,44
20692,train,25 50 100,20
20693,train,50 100,15
20695,train, 100,30
20696,train,10 25 50 100,23
20698,train,5 10 25 50 100,24
20699,train, 100,13
20702,train, 100,44
20703,train,10 25 50 100,44
20707,train, 100,6
20708,train,25 50 100,7
20709,train,25 50 100,5
20711,train,10 25 50 100,7
20713,train, 100,10
20714,train,25 50 100,7
20715,train, 100,8
20716,train, 100,6
20722,train,50 100,46
20723,train,50 100,48
20724,train, 100,24
20725,train,10 25 50 100,6
20727,train,1 5 10 25 50 100,23
20728,train, 100,29
20729,train,25 50 100,21
20735,train, 100,46
20736,train,10 25 50 100,3
20737,train,50 100,22
20740,train, 100,2
20748,train, 100,7
20749,train,50 100,10
20750,train,1 5 10 25 50 100,7
20751,train, 100,7
20755,train, 100,1
20756,train,25 50 100,7
20762,train,50 100,45
20763,train, 100,50
20764,train,5 10 25 50 100,45
20765,train, 100,67
20767,train,50 100,66
20769,train, 100,64
20770,train,50 100,41
20771,train,25 50 100,64
20773,train, 100,37
20774,train, 100,18
20775,train, 100,37
20790,train, 100,46
20791,train,10 25 50 100,22
20792,train, 100,17
20793,train, 100,13
20794,train,25 50 100,78
20795,train, 100,89
20796,train,50 100,81
20798,train, 100,86
20799,train, 100,79
20800,train,50 100,88
20801,train, 100,91
20802,train, 100,79
20803,train, 100,77
20805,train, 100,95
20806,train, 100,89
20807,train,25 50 100,22
20808,train,50 100,11
20809,train, 100,17
20810,train,50 100,13
20813,train, 100,45
20814,train,5 10 25 50 100,10
20815,train, 100,5
20816,train,50 100,33
20817,train, 100,2
20818,train,50 100,2
20819,train, 100,29
20820,train, 100,32
20821,train, 100,30
20822,train,25 50 100,32
20823,train, 100,31
20824,train, 100,45
20825,train,25 50 100,37
20826,train, 100,29
20827,train,50 100,38
20828,train, 100,29
20831,train,25 50 100,46
20834,train, 100,14
20835,train, 100,16
20836,train,5 10 25 50 100,1
20838,train, 100,29
20839,train, 100,2
20840,train, 100,2
20841,train, 100,41
20842,train, 100,45
20843,train, 100,36
20845,train, 100,29
20847,train, 100,25
20848,train,50 100,39
20849,train,25 50 100,42
20850,train,50 100,46
20851,train,25 50 100,38
20852,train,25 50 100,44
20853,train,10 25 50 100,35
20856,train, 100,42
20858,train, 100,38
20859,train,25 50 100,44
20860,train, 100,50
20861,train, 100,38
20862,train,50 100,52
20863,train, 100,45
20864,train, 100,72
20866,train, 100,54
20867,train, 100,43
20868,train,50 100,51
20869,train,1 5 10 25 50 100,41
20870,train,5 10 25 50 100,11
20871,train,25 50 100,18
20872,train,5 10 25 50 100,29
20873,train,50 100,23
20874,train, 100,30
20876,train, 100,50
20877,train, 100,60
20878,train, 100,49
20879,train,25 50 100,51
20880,train,50 100,5
20881,train,10 25 50 100,27
20884,train,25 50 100,51
20885,train, 100,26
20886,train, 100,22
20887,train,25 50 100,13
20888,train, 100,23
20889,train,50 100,21
20890,train, 100,18
20891,train, 100,41
20892,train, 100,18
20893,train,50 100,8
20894,train,25 50 100,42
20895,train, 100,60
20896,train, 100,36
20897,train, 100,51
20898,train, 100,14
20899,train, 100,13
20900,train,5 10 25 50 100,19
20901,train,25 50 100,38
20902,train,50 100,25
20903,train, 100,26
20905,train,50 100,26
20909,train, 100,50
20910,train, 100,39
20911,train,25 50 100,29
20912,train,25 50 100,11
20913,train, 100,42
20914,train, 100,15
20915,train,50 100,17
20917,train,50 100,3
20918,train, 100,28
20919,train, 100,25
20920,train,50 100,29
20922,train, 100,16
20923,train, 100,31
20924,train,25 50 100,19
20925,train,50 100,18
20926,train,5 10 25 50 100,15
20927,train,50 100,34
20928,train,50 100,27
20929,train, 100,33
20930,train, 100,39
20931,train,25 50 100,24
20961,train,50 100,41
20962,train, 100,13
20963,train, 100,6
20964,train,50 100,54
20965,train, 100,43
20966,train, 100,38
20967,train, 100,28
20968,train,10 25 50 100,29
20969,train, 100,10
20976,train,50 100,38
20977,train,50 100,41
20979,train,25 50 100,46
20980,train, 100,46
20982,train,10 25 50 100,48
20983,train, 100,46
20984,train,50 100,44
20985,train,25 50 100,48
20998,train, 100,50
21004,train,25 50 100,30
21005,train, 100,11
21006,train, 100,20
21007,train, 100,21
21008,train, 100,86
21009,train,25 50 100,86
21010,train,25 50 100,22
21011,train, 100,83
21013,train, 100,44
21014,train,50 100,38
21015,train, 100,73
21016,train, 100,65
21041,train, 100,4
21045,train, 100,26
21046,train, 100,25
21049,train, 100,16
21050,train, 100,5
21051,train,5 10 25 50 100,10
21055,train,50 100,50
21056,train,10 25 50 100,4
21059,train,25 50 100,24
21060,train, 100,24
21061,train,10 25 50 100,21
21062,train, 100,11
21063,train, 100,8
21066,train,25 50 100,6
21068,train, 100,17
21069,train, 100,10
21070,train, 100,9
21071,train,50 100,18
21073,train, 100,19
21074,train, 100,10
21075,train, 100,17
21084,train,25 50 100,47
21085,train, 100,11
21086,train, 100,7
21160,train, 100,20
21161,train,5 10 25 50 100,26
21165,train, 100,30
21167,train, 100,33
21168,train, 100,31
21169,train, 100,34
21170,train,50 100,35
21171,train, 100,32
21172,train,50 100,39
21257,train,50 100,51
21258,train, 100,56
21259,train, 100,84
21260,train,25 50 100,53
21262,train,25 50 100,37
21263,train, 100,39
21266,train,50 100,36
21267,train,50 100,28
21268,train, 100,21
21269,train, 100,38
21270,train,50 100,28
21271,train,50 100,28
21272,train, 100,32
21273,train, 100,46
21274,train, 100,41
21275,train,10 25 50 100,31
21276,train,25 50 100,42
21277,train,50 100,22
21278,train,50 100,31
21280,train,25 50 100,33
21284,train,50 100,30
21285,train, 100,64
21286,train,50 100,74
21287,train, 100,66
21288,train,10 25 50 100,67
21289,train, 100,63
21290,train, 100,76
21291,train,25 50 100,87
21293,train, 100,79
21294,train,10 25 50 100,84
21295,train, 100,87
21296,train,25 50 100,81
21297,train, 100,78
21300,train, 100,78
21301,train,10 25 50 100,77
21302,train, 100,76
21303,train,10 25 50 100,73
21304,train, 100,75
21308,train, 100,46
21309,train, 100,29
21310,train,25 50 100,17
21311,train,50 100,18
21313,train,5 10 25 50 100,18
21314,train,50 100,14
21315,train,50 100,26
21316,train,50 100,19
21317,train,50 100,21
21318,train,25 50 100,17
21319,train,25 50 100,29
21320,train,10 25 50 100,10
21321,train, 100,9
21322,train,25 50 100,17
21323,train,50 100,31
21324,train,5 10 25 50 100,26
21325,train, 100,17
21326,train,50 100,15
21327,train,50 100,29
21328,train,5 10 25 50 100,19
21329,train, 100,10
21330,train,25 50 100,21
21333,train,50 100,52
21336,train, 100,41
21338,train, 100,33
21339,train, 100,24
21340,train,25 50 100,19
21342,train,50 100,36
21343,train, 100,55
21344,train, 100,52
21346,train, 100,38
21347,train, 100,33
21348,train, 100,28
21349,train, 100,33
21350,train, 100,31
21351,train,1 5 10 25 50 100,29
21352,train,50 100,12
21353,train, 100,18
21354,train, 100,22
21355,train, 100,19
21356,train, 100,88
21357,train,50 100,90
21358,train, 100,90
21359,train, 100,89
21362,train, 100,45
21388,train,25 50 100,46
21412,train,10 25 50 100,87
21413,train, 100,69
21415,train, 100,1
21417,train,50 100,11
21419,train,10 25 50 100,18
21420,train,25 50 100,12
21421,train,10 25 50 100,27
21422,train, 100,31
21424,train, 100,35
21426,train,50 100,32
21427,train, 100,18
21428,train, 100,22
21429,train,25 50 100,26
21430,train,50 100,24
21433,train, 100,46
21434,train, 100,29
21435,train, 100,24
21436,train,50 100,14
21437,train,25 50 100,26
21438,train, 100,38
21444,train, 100,49
21445,train, 100,21
21446,train, 100,23
21447,train, 100,16
21449,train,10 25 50 100,19
21450,train,50 100,15
21452,train,25 50 100,19
21453,train, 100,20
21454,train, 100,10
21457,train,50 100,42
21461,train, 100,25
21462,train, 100,24
21463,train,50 100,27
21464,train, 100,31
21465,train, 100,28
21466,train,25 50 100,21
21467,train, 100,22
21468,train, 100,51
21469,train, 100,3
21470,train,5 10 25 50 100,34
21471,train, 100,39
21472,train, 100,52
21473,train,25 50 100,55
21474,train, 100,48
21475,train,25 50 100,32
21476,train, 100,48
21479,train, 100,45
21480,train, 100,30
21483,train,50 100,16
21484,train, 100,25
21485,train, 100,28
21486,train, 100,26
21487,train,25 50 100,20
21489,train,25 50 100,23
21490,train, 100,19
21491,train, 100,15
21492,train, 100,1
21498,train, 100,44
21499,train, 100,36
21501,train, 100,57
21502,train,50 100,45
21503,train,1 5 10 25 50 100,40
21504,train,50 100,31
21505,train, 100,41
21506,train, 100,52
21507,train,25 50 100,34
21508,train, 100,43
21509,train,50 100,42
21511,train, 100,41
21512,train,25 50 100,43
21514,train, 100,40
21515,train,10 25 50 100,52
21516,train,50 100,43
21517,train, 100,43
21518,train, 100,50
21519,train,50 100,37
21523,train,10 25 50 100,21
21525,train,50 100,18
21533,train, 100,32
21534,train,25 50 100,27
21535,train, 100,30
21536,train,25 50 100,30
21537,train, 100,34
21539,train, 100,12
21540,train, 100,22
21541,train,25 50 100,20
21542,train, 100,29
21543,train,25 50 100,17
21544,train,25 50 100,26
21545,train,25 50 100,33
21548,train,25 50 100,42
21549,train,10 25 50 100,19
21550,train,50 100,26
21551,train, 100,23
21552,train,5 10 25 50 100,18
21554,train,50 100,23
21555,train, 100,22
21556,train,50 100,50
21557,train, 100,42
21558,train,25 50 100,43
21559,train,5 10 25 50 100,32
21560,train,10 25 50 100,32
21561,train, 100,53
21562,train,25 50 100,44
21563,train, 100,46
21564,train, 100,33
21565,train,10 25 50 100,42
21566,train,50 100,32
21567,train, 100,17
21568,train, 100,21
21569,train,50 100,37
21570,train,25 50 100,23
21571,train, 100,20
21572,train, 100,37
21573,train, 100,36
21574,train, 100,24
21576,train,50 100,15
21577,train,50 100,21
21578,train,5 10 25 50 100,29
21579,train,10 25 50 100,22
21582,train, 100,42
21583,train, 100,38
21584,train, 100,36
21585,train,50 100,20
21586,train, 100,22
21588,train, 100,81
21589,train,5 10 25 50 100,76
21590,train, 100,77
21591,train,50 100,40
21592,train,1 5 10 25 50 100,38
21593,train, 100,21
21594,train, 100,21
21595,train, 100,44
21596,train,50 100,43
21618,train,25 50 100,39
21619,train,25 50 100,28
21620,train,5 10 25 50 100,38
21622,train, 100,22
21623,train,5 10 25 50 100,14
21625,train, 100,22
21628,train, 100,14
21635,train, 100,42
21636,train, 100,44
21637,train,50 100,40
21638,train, 100,48
21639,train, 100,45
21640,train, 100,45
21641,train, 100,27
21642,train,50 100,33
21646,train, 100,39
21647,train, 100,22
21648,train, 100,24
21649,train, 100,28
21650,train, 100,4
21651,train,50 100,7
21652,train,25 50 100,2
21653,train, 100,4
21654,train, 100,13
21663,train, 100,4
21665,train,25 50 100,4
21668,train,50 100,15
21670,train, 100,3
21671,train, 100,6
21673,train, 100,15
21682,train,5 10 25 50 100,80
21690,train,50 100,32
21691,train,5 10 25 50 100,39
21695,train, 100,44
21696,train, 100,82
21697,train,25 50 100,78
21698,train, 100,76
21699,train,50 100,82
21701,train,50 100,82
21703,train, 100,75
21704,train,25 50 100,77
21705,train,50 100,77
21706,train, 100,74
21707,train, 100,63
21708,train,50 100,73
21709,train, 100,76
21711,train,50 100,78
21712,train, 100,77
21713,train, 100,68
21714,train,25 50 100,80
21715,train, 100,44
21716,train, 100,38
21717,train, 100,3
21718,train, 100,43
21719,train, 100,42
21723,train,50 100,44
21724,train,25 50 100,40
21725,train, 100,38
21727,train, 100,17
21728,train, 100,1
21729,train, 100,16
21730,train,50 100,72
21731,train,1 5 10 25 50 100,33
21732,train,50 100,5
21733,train,25 50 100,5
21735,train,50 100,97
21738,train,50 100,94
21739,train, 100,92
21740,train, 100,42
21741,train,50 100,71
21742,train,25 50 100,56
21744,train, 100,35
21748,train,5 10 25 50 100,43
21749,train, 100,56
21750,train,25 50 100,16
21752,train,5 10 25 50 100,29
21753,train,50 100,23
21754,train, 100,22
21756,train,50 100,50
21761,train, 100,41
21762,train, 100,33
21763,train, 100,17
21764,train, 100,9
21767,train, 100,21
21768,train, 100,8
21769,train, 100,24
21770,train, 100,31
21771,train, 100,26
21772,train,50 100,33
21773,train, 100,76
21774,train,50 100,52
21775,train, 100,77
21776,train, 100,20
21777,train,50 100,30
21778,train, 100,20
21779,train, 100,33
21780,train, 100,32
21781,train, 100,38
21782,train, 100,44
21784,train, 100,41
21785,train, 100,44
21786,train, 100,34
21787,train,50 100,33
21788,train, 100,39
21789,train, 100,49
21790,train,50 100,34
21791,train, 100,10
21792,train,50 100,35
21793,train, 100,35
21796,train,10 25 50 100,44
21797,train, 100,8
21798,train,50 100,25
21799,train,25 50 100,30
21800,train, 100,6
21801,train, 100,18
21802,train, 100,29
21803,train, 100,25
21806,train, 100,3
21807,train,50 100,45
21808,train, 100,23
21809,train, 100,2
21810,train, 100,26
21811,train, 100,38
21815,train, 100,64
21816,train, 100,65
21817,train,25 50 100,66
21820,train, 100,76
21821,train,25 50 100,41
21823,train,50 100,43
21824,train,50 100,4
21825,train,25 50 100,50
21826,train, 100,39
21827,train,25 50 100,17
21828,train, 100,54
21829,train,25 50 100,29
21831,train, 100,50
21832,train, 100,57
21833,train, 100,36
21835,train, 100,27
21836,train, 100,9
21837,train,50 100,15
21838,train,50 100,18
21841,train,1 5 10 25 50 100,43
21844,train,5 10 25 50 100,17
21845,train, 100,22
21846,train, 100,21
21847,train, 100,17
21848,train,10 25 50 100,32
21849,train, 100,18
21850,train,25 50 100,4
21851,train, 100,31
21853,train, 100,30
21854,train,25 50 100,15
21855,train,25 50 100,25
21856,train,50 100,82
21857,train,50 100,80
21858,train,25 50 100,89
21859,train, 100,82
21860,train,50 100,89
21861,train, 100,88
21862,train,25 50 100,85
21863,train,25 50 100,27
21866,train, 100,46
21867,train,10 25 50 100,75
21868,train, 100,45
21869,train, 100,35
21870,train, 100,40
21871,train,50 100,48
21872,train,10 25 50 100,51
21873,train, 100,40
21874,train,50 100,37
21875,train,25 50 100,46
21876,train,25 50 100,43
21877,train, 100,48
21879,train,10 25 50 100,49
21881,train,50 100,42
21882,train, 100,40
21883,train, 100,35
21884,train, 100,51
21886,train, 100,54
21887,train, 100,38
21888,train, 100,53
21890,train, 100,9
21891,train, 100,20
21892,train,50 100,42
21895,train,50 100,45
21896,train,25 50 100,54
21897,train, 100,26
21898,train,25 50 100,36
21899,train, 100,37
21900,train,25 50 100,42
21901,train,25 50 100,46
21902,train, 100,37
21904,train,50 100,32
21905,train, 100,36
21906,train, 100,22
21907,train,50 100,35
21908,train,25 50 100,24
21909,train,50 100,18
21910,train, 100,23
21911,train,50 100,22
21912,train,50 100,3
21913,train,5 10 25 50 100,13
21916,train, 100,46
21917,train,50 100,39
21918,train, 100,41
21919,train,25 50 100,26
21920,train, 100,15
21921,train, 100,22
21922,train,25 50 100,39
21923,train, 100,31
21924,train,50 100,28
21925,train, 100,10
21926,train,50 100,10
21928,train,50 100,15
21929,train, 100,21
21930,train,25 50 100,29
21931,train,5 10 25 50 100,17
21932,train, 100,5
21933,train, 100,18
21934,train,50 100,27
21935,train, 100,47
21937,train,50 100,36
21938,train,25 50 100,50
21939,train,10 25 50 100,36
21940,train,25 50 100,56
21941,train,50 100,57
21943,train, 100,32
21944,train,1 5 10 25 50 100,36
21945,train,50 100,45
21946,train, 100,12
21947,train,5 10 25 50 100,13
21951,train,25 50 100,41
21952,train,10 25 50 100,43
21953,train, 100,8
21954,train, 100,44
21956,train,25 50 100,39
21957,train,25 50 100,26
21958,train,10 25 50 100,45
21959,train,25 50 100,42
21962,train, 100,69
21963,train, 100,68
21964,train, 100,71
21965,train, 100,56
21966,train, 100,53
21967,train,50 100,4
21968,train, 100,16
21969,train, 100,21
21970,train, 100,42
21971,train,5 10 25 50 100,28
21972,train,50 100,39
21973,train,25 50 100,59
21974,train, 100,64
21975,train,5 10 25 50 100,25
21976,train,25 50 100,25
21977,train,50 100,33
21978,train, 100,35
21979,train,25 50 100,33
21980,train, 100,19
21981,train,25 50 100,43
21982,train, 100,22
21983,train, 100,31
21984,train, 100,35
21985,train, 100,28
21986,train,5 10 25 50 100,26
21987,train,25 50 100,25
21988,train,25 50 100,35
21989,train,50 100,39
21990,train, 100,22
21994,train,50 100,43
21996,train,25 50 100,22
21997,train,50 100,43
21998,train, 100,14
21999,train,50 100,40
22000,train, 100,49
22001,train,50 100,3
22002,train, 100,21
22003,train, 100,27
22004,train,50 100,34
